gene_id,gene_name,n_alu_plus,n_alu_minus,te_median_alu_plus,te_median_alu_minus,diff,pct_change
ENSG00000123154,WDR83,1,5,2.15058,1.03584,1.11474,107.617
ENSG00000123159,GIPC1,2,9,0.648372,0.716202,-0.06783,-9.47079
ENSG00000123179,EBPL,1,4,0.515029,0.980758,-0.465729,-47.4866
ENSG00000123200,ZC3H13,1,3,3.55492,2.91292,0.642002,22.0398
ENSG00000123213,NLN,3,2,3.95769,2.71345,1.24424,45.8544
ENSG00000123219,CENPK,2,8,3.71323,4.18007,-0.466848,-11.1684
ENSG00000123268,ATF1,1,4,1.39055,2.12836,-0.737801,-34.6653
ENSG00000123297,TSFM,2,9,2.65509,2.53493,0.120162,4.74025
ENSG00000123352,SPATS2,6,10,1.33187,1.37143,-0.0395595,-2.88455
ENSG00000123353,ORMDL2,1,3,2.76458,2.84627,-0.081695,-2.87025
ENSG00000123415,SMUG1,8,6,0.667061,0.573547,0.093513,16.3043
ENSG00000123416,TUBA1B,1,5,0.379576,0.7658,-0.386224,-50.4341
ENSG00000123427,EEF1AKMT3,1,1,0.7011,0.755264,-0.054164,-7.17153
ENSG00000123472,ATPAF1,2,7,1.12285,1.21041,-0.0875575,-7.23371
ENSG00000123473,STIL,6,2,1.18358,1.12956,0.0540195,4.78236
ENSG00000123485,HJURP,4,3,1.19679,0.843076,0.353712,41.9549
ENSG00000123505,AMD1,1,6,1.24996,0.92715,0.322808,34.8173
ENSG00000123552,USP45,6,5,0.990471,1.07838,-0.0879125,-8.15225
ENSG00000123600,METTL8,5,4,1.5796,1.57276,0.0068365,0.434682
ENSG00000123684,LPGAT1,1,1,0.38104,0.815542,-0.434502,-53.2777
ENSG00000123737,EXOSC9,2,5,3.60562,3.81352,-0.20791,-5.45191
ENSG00000123739,PLA2G12A,1,2,0.356536,0.445821,-0.0892845,-20.027
ENSG00000123810,B9D2,1,2,0.486882,1.56538,-1.0785,-68.8969
ENSG00000123836,PFKFB2,1,5,1.54993,0.984875,0.565058,57.3736
ENSG00000123992,DNPEP,3,10,1.82917,1.13218,0.696991,61.5618
ENSG00000124006,OBSL1,2,4,0.725877,0.773384,-0.047507,-6.14274
ENSG00000124098,FAM210B,1,1,0.59009,0.389556,0.200534,51.4776
ENSG00000124120,TTPAL,2,2,0.830035,0.783287,0.0467475,5.96812
ENSG00000124171,PARD6B,1,1,2.02984,0.806134,1.22371,151.8
ENSG00000124198,ARFGEF2,1,6,1.27169,1.05715,0.214536,20.2938
ENSG00000124214,STAU1,2,7,1.62541,1.26554,0.359876,28.4366
ENSG00000124222,STX16,5,10,0.374054,0.458345,-0.0842905,-18.3902
ENSG00000124243,BCAS4,4,1,1.4028,1.21252,0.190281,15.6931
ENSG00000124299,PEPD,1,20,1.13331,1.52926,-0.395949,-25.8916
ENSG00000124383,MPHOSPH10,1,4,4.69664,5.69647,-0.999834,-17.5518
ENSG00000124422,USP22,2,4,1.21364,0.840989,0.372647,44.3105
ENSG00000124444,ZNF576,1,5,0.907641,0.675676,0.231965,34.3308
ENSG00000124535,WRNIP1,2,3,1.28735,0.78959,0.497761,63.0404
ENSG00000124570,SERPINB6,6,14,2.14349,1.88665,0.256831,13.613
ENSG00000124588,NQO2,2,7,1.34942,1.1322,0.217213,19.1849
ENSG00000124596,OARD1,1,8,1.07852,2.95644,-1.87793,-63.5197
ENSG00000124613,ZNF391,1,1,0.82215,0.822726,-0.000576,-0.0700112
ENSG00000124635,H2BC11,1,2,2.81242,1.1941,1.61832,135.527
ENSG00000124688,MAD2L1BP,1,1,1.61391,1.55045,0.063465,4.09333
ENSG00000124783,SSR1,2,6,2.80003,3.23328,-0.433245,-13.3996
ENSG00000124789,NUP153,1,2,0.874204,0.87691,-0.002706,-0.308584
ENSG00000124795,DEK,1,9,6.09104,2.76607,3.32497,120.206
ENSG00000124802,EEF1E1,1,5,2.2181,3.53782,-1.31972,-37.3033
ENSG00000124831,LRRFIP1,2,2,1.27951,1.44049,-0.160984,-11.1757
ENSG00000125037,EMC3,4,1,3.75542,3.51083,0.244592,6.96678
ENSG00000125107,CNOT1,3,11,0.595716,0.566947,0.028769,5.07437
ENSG00000125124,BBS2,1,2,1.21008,1.24452,-0.0344465,-2.76785
ENSG00000125257,ABCC4,5,3,1.60608,1.72165,-0.11557,-6.71273
ENSG00000125375,DMAC2L,8,3,2.69416,1.62017,1.07399,66.2885
ENSG00000125386,FAM193A,4,5,0.437956,0.432995,0.004961,1.14574
ENSG00000125430,HS3ST3B1,1,1,0.147383,0.179069,-0.031686,-17.6949
ENSG00000125445,MRPS7,1,5,3.19365,2.63095,0.562698,21.3876
ENSG00000125454,SLC25A19,1,13,1.0455,1.002,0.043493,4.34061
ENSG00000125484,GTF3C4,1,1,1.13939,0.6902,0.449191,65.0813
ENSG00000125534,PPDPF,1,1,1.3719,2.02104,-0.649141,-32.1192
ENSG00000125611,CHCHD5,1,2,5.19797,2.80688,2.39109,85.1867
ENSG00000125630,POLR1B,5,7,1.68427,1.13318,0.551091,48.6323
ENSG00000125651,GTF2F1,1,3,1.04116,0.884283,0.156876,17.7405
ENSG00000125656,CLPP,1,4,3.28714,1.28991,1.99722,154.834
ENSG00000125676,THOC2,3,8,4.76466,3.79436,0.970295,25.572
ENSG00000125686,MED1,1,3,1.01705,1.08891,-0.071859,-6.59919
ENSG00000125691,RPL23,3,4,1.41707,1.34699,0.070081,5.2028
ENSG00000125741,OPA3,2,1,1.07267,1.61907,-0.546398,-33.7476
ENSG00000125743,SNRPD2,2,5,2.63685,2.31633,0.320521,13.8375
ENSG00000125746,EML2,1,11,0.728466,1.2259,-0.497438,-40.5772
ENSG00000125755,SYMPK,4,5,0.800016,1.2251,-0.425081,-34.6977
ENSG00000125779,PANK2,4,4,2.52506,1.38485,1.14021,82.3348
ENSG00000125827,TMX4,1,2,0.683381,0.900357,-0.216975,-24.0988
ENSG00000125864,BFSP1,1,2,0.990579,0.960727,0.029852,3.10723
ENSG00000125868,DSTN,1,2,4.16801,1.88514,2.28288,121.099
ENSG00000125970,RALY,2,4,4.32693,1.26202,3.06491,242.857
ENSG00000125971,DYNLRB1,1,4,15.2448,9.09696,6.14787,67.5816
ENSG00000126001,CEP250,1,9,1.07492,0.495016,0.579908,117.149
ENSG00000126012,KDM5C,1,12,0.548955,0.363242,0.185713,51.1265
ENSG00000126070,AGO3,2,3,1.41438,1.39118,0.0231935,1.66718
ENSG00000126214,KLC1,1,21,1.9055,1.30389,0.601609,46.1394
ENSG00000126215,XRCC3,1,11,0.620737,0.491313,0.129424,26.3425
ENSG00000126261,UBA2,2,5,1.48256,0.862536,0.620023,71.8837
ENSG00000126267,COX6B1,1,4,5.51005,2.06591,3.44414,166.713
ENSG00000126391,FRMD8,2,5,0.517948,0.806486,-0.288539,-35.7772
ENSG00000126456,IRF3,1,22,1.41614,1.10264,0.313501,28.4318
ENSG00000126457,PRMT1,2,10,2.14984,1.28439,0.865447,67.3818
ENSG00000126524,SBDS,1,10,2.66186,2.84783,-0.185971,-6.53028
ENSG00000126581,BECN1,1,12,0.52192,1.15692,-0.634995,-54.8869
ENSG00000126602,TRAP1,2,8,1.20337,1.49725,-0.293876,-19.6278
ENSG00000126653,NSRP1,4,2,5.03627,4.05119,0.985088,24.3161
ENSG00000126733,DACH2,1,5,2.61914,2.33395,0.285187,12.2191
ENSG00000126749,EMG1,1,1,4.88832,1.40038,3.48794,249.07
ENSG00000126768,TIMM17B,1,7,1.69236,1.24051,0.451855,36.4249
ENSG00000126777,KTN1,4,13,2.0023,1.779,0.223298,12.5519
ENSG00000126787,DLGAP5,1,3,2.86286,3.15904,-0.296174,-9.37546
ENSG00000126814,TRMT5,1,2,4.18825,1.50563,2.68262,178.173
ENSG00000126822,PLEKHG3,2,5,0.823551,0.504711,0.31884,63.1727
ENSG00000126858,RHOT1,1,11,1.35164,1.5269,-0.175261,-11.4782
ENSG00000126953,TIMM8A,1,2,2.71469,3.69698,-0.982293,-26.5701
ENSG00000126970,ZC4H2,4,4,1.62068,3.0205,-1.39982,-46.3441
ENSG00000127022,CANX,4,37,3.04683,2.9082,0.138634,4.76701
ENSG00000127191,TRAF2,1,3,0.619082,0.897525,-0.278443,-31.0234
ENSG00000127311,HELB,1,3,1.34114,1.15616,0.184983,15.9998
ENSG00000127314,RAP1B,8,4,0.767456,0.384439,0.383017,99.6304
ENSG00000127337,YEATS4,2,2,3.42999,3.68471,-0.254728,-6.9131
ENSG00000127423,AUNIP,1,1,0.906842,1.01365,-0.106812,-10.5373
ENSG00000127452,FBXL12,5,8,1.87731,1.70874,0.168567,9.86494
ENSG00000127463,EMC1,10,7,2.17036,1.83273,0.337631,18.4224
ENSG00000127481,UBR4,1,5,1.49728,0.700563,0.796715,113.725
ENSG00000127483,HP1BP3,4,7,1.89647,1.84945,0.0470275,2.54279
ENSG00000127511,SIN3B,1,4,0.78447,0.624687,0.159783,25.5781
ENSG00000127526,SLC35E1,2,2,0.505373,0.632842,-0.12747,-20.1424
ENSG00000127527,EPS15L1,1,12,2.06858,1.15553,0.913044,79.015
ENSG00000127616,SMARCA4,11,30,0.686973,0.674647,0.012326,1.82703
ENSG00000127663,KDM4B,5,1,0.653108,0.321954,0.331154,102.858
ENSG00000127804,METTL16,2,3,1.2535,1.33264,-0.079138,-5.93846
ENSG00000127946,HIP1,2,2,0.526657,0.7855,-0.258843,-32.9527
ENSG00000127947,PTPN12,1,9,1.30758,0.748307,0.559277,74.739
ENSG00000127952,STYXL1,1,8,1.62551,1.46681,0.158699,10.8193
ENSG00000127989,MTERF1,2,4,4.20565,2.46594,1.73971,70.5496
ENSG00000127993,RBM48,2,1,2.19175,1.37709,0.814663,59.1584
ENSG00000128039,SRD5A3,3,1,2.24173,1.40346,0.838268,59.7286
ENSG00000128050,PAICS,4,1,1.438,1.40645,0.031548,2.24309
ENSG00000128283,CDC42EP1,1,3,0.795151,0.695202,0.099949,14.377
ENSG00000128309,MPST,2,4,0.983584,0.876305,0.107278,12.2421
ENSG00000128335,APOL2,2,3,1.78979,1.55028,0.23951,15.4495
ENSG00000128463,EMC4,2,8,2.05153,1.68819,0.363338,21.5223
ENSG00000128534,LSM8,3,1,20.2792,3.99329,16.2859,407.832
ENSG00000128567,PODXL,1,2,1.09022,1.21436,-0.124138,-10.2225
ENSG00000128578,STRIP2,1,1,1.20725,1.14238,0.064863,5.67786
ENSG00000128581,IFT22,3,3,3.59965,1.5725,2.02715,128.913
ENSG00000128585,MKLN1,1,5,4.64126,3.0206,1.62066,53.6535
ENSG00000128602,SMO,1,3,0.098126,0.163613,-0.065487,-40.0255
ENSG00000128609,NDUFA5,1,8,4.24183,3.99927,0.242567,6.0653
ENSG00000128654,MTX2,1,4,1.92006,3.62871,-1.70865,-47.0871
ENSG00000128694,OSGEPL1,2,4,2.43897,3.68798,-1.24901,-33.8671
ENSG00000128708,HAT1,1,2,8.49778,10.7372,-2.23943,-20.8568
ENSG00000128731,HERC2,1,3,0.158998,0.311075,-0.152077,-48.8876
ENSG00000128789,PSMG2,4,8,2.11695,3.90194,-1.78499,-45.7462
ENSG00000128791,TWSG1,1,2,3.52273,2.94369,0.579044,19.6707
ENSG00000128829,EIF2AK4,3,2,0.623669,0.753433,-0.129764,-17.223
ENSG00000128833,MYO5C,2,3,1.55807,1.25007,0.307999,24.6385
ENSG00000128872,TMOD2,2,2,0.800528,0.731644,0.068885,9.4151
ENSG00000128891,CCDC32,3,6,3.28445,2.85843,0.426021,14.904
ENSG00000128915,ICE2,3,7,2.03052,1.34634,0.684179,50.8178
ENSG00000128923,MINDY2,3,1,0.878879,0.833929,0.04495,5.39015
ENSG00000128928,IVD,5,6,1.34982,1.42097,-0.071147,-5.00695
ENSG00000128944,KNSTRN,1,10,2.80011,2.4611,0.33901,13.7747
ENSG00000128989,ARPP19,3,9,0.406361,1.05799,-0.651628,-61.5912
ENSG00000129071,MBD4,3,3,2.09771,1.69594,0.401772,23.6902
ENSG00000129103,SUMF2,11,7,0.60726,0.776857,-0.169597,-21.8312
ENSG00000129197,RPAIN,1,10,2.20599,3.79814,-1.59215,-41.9192
ENSG00000129250,KIF1C,1,1,0.183381,0.080172,0.103209,128.734
ENSG00000129255,MPDU1,1,18,3.59396,1.66882,1.92514,115.36
ENSG00000129317,PUS7L,1,7,1.08062,1.60308,-0.52246,-32.591
ENSG00000129347,KRI1,2,4,3.37035,4.59066,-1.22031,-26.5824
ENSG00000129472,RAB2B,1,2,1.48822,1.76419,-0.275972,-15.643
ENSG00000129474,AJUBA,3,2,0.963659,0.987186,-0.0235275,-2.38329
ENSG00000129480,DTD2,1,1,2.19294,1.81801,0.374937,20.6235
ENSG00000129493,HEATR5A,1,5,1.6511,1.22393,0.427174,34.9019
ENSG00000129534,MIS18BP1,3,3,3.01838,3.68749,-0.669106,-18.1453
ENSG00000129657,SEC14L1,1,16,0.61749,0.53791,0.0795805,14.7944
ENSG00000129680,MAP7D3,3,1,2.07654,1.76529,0.311256,17.632
ENSG00000129696,TTI2,1,4,1.60395,1.32247,0.281479,21.2843
ENSG00000129810,SGO1,2,10,2.1413,2.29905,-0.157743,-6.86124
ENSG00000129933,MAU2,1,2,3.30814,1.42483,1.88331,132.178
ENSG00000130005,GAMT,2,2,1.05425,0.86004,0.194211,22.5817
ENSG00000130021,PUDP,1,4,2.89476,1.2551,1.63966,130.64
ENSG00000130119,GNL3L,8,2,1.43189,3.86214,-2.43025,-62.925
ENSG00000130159,ECSIT,4,11,1.20033,1.03469,0.165634,16.008
ENSG00000130164,LDLR,4,5,0.506494,0.634434,-0.12794,-20.166
ENSG00000130165,ELOF1,3,5,1.36681,1.18154,0.185274,15.6807
ENSG00000130175,PRKCSH,1,11,0.985808,1.42845,-0.442644,-30.9877
ENSG00000130204,TOMM40,1,6,0.276215,0.229804,0.0464105,20.1956
ENSG00000130208,APOC1,1,7,3.4432,5.8256,-2.3824,-40.8954
ENSG00000130299,GTPBP3,2,7,1.19589,1.16537,0.0305235,2.61922
ENSG00000130309,COLGALT1,4,1,0.426187,0.669138,-0.242951,-36.3081
ENSG00000130311,DDA1,1,2,2.53457,2.00788,0.526696,26.2315
ENSG00000130338,TULP4,1,1,0.176439,0.130327,0.046112,35.3818
ENSG00000130340,SNX9,1,14,1.5622,2.34463,-0.782435,-33.3713
ENSG00000130347,RTN4IP1,1,1,2.36097,1.24828,1.1127,89.1389
ENSG00000130414,NDUFA10,2,22,3.88347,2.33663,1.54684,66.1995
ENSG00000130429,ARPC1B,9,3,2.38054,2.3582,0.022344,0.947503
ENSG00000130479,MAP1S,1,8,1.21538,0.878823,0.336554,38.296
ENSG00000130640,TUBGCP2,6,15,1.32008,1.43947,-0.11939,-8.29401
ENSG00000130669,PAK4,1,9,0.998197,0.42176,0.576437,136.674
ENSG00000130703,OSBPL2,8,14,1.59057,1.46014,0.130437,8.93321
ENSG00000130713,EXOSC2,16,3,2.06483,2.58003,-0.515195,-19.9686
ENSG00000130741,EIF2S3,1,1,1.2286,2.38952,-1.16093,-48.5841
ENSG00000130764,LRRC47,1,1,1.53425,0.405155,1.1291,278.683
ENSG00000130810,PPAN,3,2,1.13833,1.32516,-0.186835,-14.0991
ENSG00000130811,EIF3G,1,7,1.41021,1.27035,0.13986,11.0096
ENSG00000130816,DNMT1,3,19,2.03089,2.10257,-0.071684,-3.40935
ENSG00000130818,ZNF426,3,2,0.885851,0.928527,-0.0426755,-4.59605
ENSG00000130844,ZNF331,7,5,0.861311,0.872551,-0.01124,-1.28818
ENSG00000130921,MTRFR,9,1,1.74169,2.68153,-0.939834,-35.0485
ENSG00000130935,NOL11,1,4,2.78034,2.59741,0.182924,7.04253
ENSG00000130985,UBA1,1,7,1.96814,1.52784,0.440306,28.8189
ENSG00000131016,AKAP12,1,3,1.31164,1.43011,-0.118465,-8.28363
ENSG00000131019,ULBP3,1,1,1.15743,1.52178,-0.36435,-23.9424
ENSG00000131023,LATS1,2,4,1.15985,1.85956,-0.699704,-37.6275
ENSG00000131043,AAR2,2,8,1.47725,1.62099,-0.143742,-8.86755
ENSG00000131051,RBM39,2,22,5.4276,3.89736,1.53024,39.2634
ENSG00000131069,ACSS2,1,6,1.11722,1.13878,-0.021562,-1.89343
ENSG00000131100,ATP6V1E1,1,3,2.65057,1.9622,0.688364,35.0812
ENSG00000131116,ZNF428,1,1,0.921449,1.45716,-0.535714,-36.7642
ENSG00000131143,COX4I1,1,8,1.8586,4.08287,-2.22427,-54.478
ENSG00000131148,EMC8,1,2,3.04865,2.52399,0.524656,20.7867
ENSG00000131149,GSE1,1,7,0.409462,0.439608,-0.030146,-6.85747
ENSG00000131153,GINS2,2,1,2.86489,2.46143,0.403455,16.3911
ENSG00000131165,CHMP1A,2,12,2.37879,2.59964,-0.220855,-8.49559
ENSG00000131174,COX7B,3,1,8.74346,4.55705,4.1864,91.8665
ENSG00000131238,PPT1,2,15,2.08405,2.05449,0.0295675,1.43917
ENSG00000131242,RAB11FIP4,1,4,0.44063,0.580006,-0.139376,-24.0301
ENSG00000131263,RLIM,1,1,1.10818,1.09209,0.016084,1.47277
ENSG00000131269,ABCB7,2,10,2.67521,2.21008,0.465127,21.0457
ENSG00000131351,HAUS8,1,4,4.77346,2.11087,2.66259,126.137
ENSG00000131368,MRPS25,13,3,2.50178,1.27829,1.22349,95.7132
ENSG00000131370,SH3BP5,3,3,3.37723,4.7597,-1.38247,-29.0453
ENSG00000131374,TBC1D5,3,8,1.06191,1.55198,-0.490062,-31.5767
ENSG00000131381,RBSN,2,3,0.939733,2.90866,-1.96893,-67.6919
ENSG00000131408,NR1H2,1,1,1.47404,0.533624,0.94042,176.233
ENSG00000131437,KIF3A,2,4,2.97271,3.36981,-0.397096,-11.784
ENSG00000131446,MGAT1,2,4,0.529199,0.209617,0.319582,152.46
ENSG00000131467,PSME3,1,11,2.17422,1.88677,0.287449,15.235
ENSG00000131469,RPL27,1,5,0.787033,2.92666,-2.13963,-73.1081
ENSG00000131504,DIAPH1,1,7,0.440809,0.64104,-0.200231,-31.2353
ENSG00000131508,UBE2D2,2,5,3.02065,2.00196,1.01869,50.8845
ENSG00000131724,IL13RA1,2,1,1.3307,1.1529,0.177792,15.4212
ENSG00000131725,WDR44,1,3,1.80984,2.19729,-0.387445,-17.6329
ENSG00000131732,ZCCHC9,1,3,4.41075,2.49361,1.91714,76.8819
ENSG00000131748,STARD3,2,11,1.20739,1.00947,0.19792,19.6062
ENSG00000131828,PDHA1,6,2,5.9173,2.78355,3.13375,112.581
ENSG00000131844,MCCC2,19,6,3.07828,2.59255,0.485734,18.7358
ENSG00000131871,SELENOS,1,3,7.88799,3.32342,4.56458,137.346
ENSG00000131873,CHSY1,1,1,0.303641,0.103366,0.200275,193.753
ENSG00000131876,SNRPA1,1,3,2.52973,2.39422,0.135512,5.65997
ENSG00000131941,RHPN2,1,1,2.20867,1.51697,0.691706,45.598
ENSG00000131943,C19orf12,2,5,0.470384,0.570313,-0.099929,-17.5218
ENSG00000131944,FAAP24,5,1,1.26157,1.20552,0.056048,4.64926
ENSG00000131966,ACTR10,2,7,5.68084,4.73188,0.948961,20.0546
ENSG00000132002,DNAJB1,2,18,2.12281,1.44381,0.678999,47.0284
ENSG00000132005,RFX1,1,1,1.3375,0.802611,0.534886,66.6432
ENSG00000132128,LRRC41,1,5,1.41871,1.02152,0.397191,38.8823
ENSG00000132155,RAF1,4,23,0.972284,0.869434,0.10285,11.8296
ENSG00000132164,SLC6A11,1,1,1.02285,0.708996,0.313854,44.2674
ENSG00000132196,HSD17B7,2,2,1.22286,1.28641,-0.0635565,-4.9406
ENSG00000132199,ENOSF1,2,6,0.650019,1.55244,-0.902424,-58.1293
ENSG00000132254,ARFIP2,2,5,1.35358,0.7246,0.628981,86.804
ENSG00000132275,RRP8,1,3,2.97796,1.65468,1.32328,79.9723
ENSG00000132300,PTCD3,1,4,6.33103,1.38794,4.94308,356.144
ENSG00000132305,IMMT,1,6,2.31709,1.45413,0.862958,59.3454
ENSG00000132313,MRPL35,1,3,1.90876,1.71252,0.196242,11.4593
ENSG00000132326,PER2,1,1,0.678825,0.798258,-0.119433,-14.9617
ENSG00000132341,RAN,1,7,0.767904,1.1981,-0.430195,-35.9065
ENSG00000132356,PRKAA1,1,2,2.29688,5.05305,-2.75616,-54.5446
ENSG00000132376,INPP5K,1,13,0.943902,1.25647,-0.312566,-24.8766
ENSG00000132388,UBE2G1,1,5,2.14604,3.28551,-1.13948,-34.6818
ENSG00000132432,SEC61G,1,3,21.376,14.6765,6.69951,45.6479
ENSG00000132436,FIGNL1,4,8,1.28083,1.47389,-0.193069,-13.0992
ENSG00000132463,GRSF1,1,4,3.13942,2.56543,0.573988,22.3739
ENSG00000132471,WBP2,1,11,2.31258,2.84581,-0.533228,-18.7373
ENSG00000132570,PCBD2,2,1,1.59647,2.30867,-0.712203,-30.8491
ENSG00000132600,PRMT7,9,3,1.51101,1.34988,0.161129,11.9366
ENSG00000132603,NIP7,3,2,4.02475,3.71213,0.312612,8.42135
ENSG00000132604,TERF2,4,6,1.18767,1.10196,0.085712,7.77817
ENSG00000132676,DAP3,5,12,2.30396,1.62589,0.678062,41.704
ENSG00000132680,KHDC4,1,2,0.838884,1.15202,-0.313132,-27.1812
ENSG00000132763,MMACHC,1,1,1.37923,1.34047,0.038764,2.89182
ENSG00000132780,NASP,4,15,6.29764,4.72904,1.56861,33.1697
ENSG00000132824,SERINC3,1,2,0.884082,1.00319,-0.119105,-11.8727
ENSG00000132842,AP3B1,2,18,2.23398,2.35129,-0.117306,-4.98899
ENSG00000132879,FBXO44,4,5,1.20682,0.929996,0.276822,29.7659
ENSG00000132906,CASP9,1,7,1.04645,0.934778,0.111669,11.946
ENSG00000132912,DCTN4,1,8,2.52796,2.10253,0.425433,20.2343
ENSG00000132963,POMP,1,10,25.7925,5.67091,20.1216,354.821
ENSG00000133028,SCO1,2,1,4.31319,2.70106,1.61212,59.6848
ENSG00000133030,MPRIP,1,9,0.13641,0.111929,0.024481,21.8719
ENSG00000133104,SPART,1,4,5.79439,5.73042,0.0639695,1.11631
ENSG00000133112,TPT1,3,6,4.0359,0.743064,3.29284,443.144
ENSG00000133114,GPALPP1,4,1,3.36935,0.666301,2.70305,405.679
ENSG00000133142,TCEAL4,1,10,4.13132,4.34506,-0.213746,-4.91928
ENSG00000133195,SLC39A11,1,8,0.966819,0.855489,0.11133,13.0136
ENSG00000133226,SRRM1,1,4,4.42083,3.11928,1.30155,41.7259
ENSG00000133243,BTBD2,4,3,0.496443,0.487013,0.0094295,1.93619
ENSG00000133250,ZNF414,1,5,1.03235,0.602096,0.430254,71.4594
ENSG00000133302,SLF1,1,3,3.73801,1.70142,2.03659,119.7
ENSG00000133313,CNDP2,7,12,1.60441,1.25752,0.346893,27.5855
ENSG00000133316,WDR74,2,4,3.14723,2.39853,0.748698,31.2149
ENSG00000133393,CEP20,6,3,1.39466,2.16434,-0.769677,-35.5618
ENSG00000133422,MORC2,1,4,1.91777,2.15072,-0.23295,-10.8313
ENSG00000133606,MKRN1,4,8,0.638103,0.65549,-0.0173875,-2.6526
ENSG00000133703,KRAS,10,1,5.7735,4.69222,1.08129,23.0442
ENSG00000133704,IPO8,1,9,6.41445,1.13626,5.27819,464.521
ENSG00000133706,LARS1,13,2,5.12334,2.90388,2.21947,76.4312
ENSG00000133731,IMPA1,2,9,1.71696,2.29326,-0.576296,-25.13
ENSG00000133740,E2F5,1,6,3.84096,1.55493,2.28603,147.018
ENSG00000133789,SWAP70,3,2,2.04485,4.3678,-2.32295,-53.1835
ENSG00000133835,HSD17B4,7,19,1.97702,5.85773,-3.88071,-66.2494
ENSG00000133872,SARAF,1,10,1.93549,1.46302,0.472471,32.2942
ENSG00000133895,MEN1,2,13,1.53094,0.949331,0.581611,61.2654
ENSG00000133961,NUMB,1,18,1.43534,0.910771,0.52457,57.5963
ENSG00000133983,COX16,1,1,15.0344,2.26594,12.7684,563.494
ENSG00000133997,MED6,3,2,4.41246,6.70847,-2.29601,-34.2256
ENSG00000134001,EIF2S1,1,3,3.24417,3.19989,0.044282,1.38386
ENSG00000134014,ELP3,3,10,2.50663,2.46549,0.0411395,1.66861
ENSG00000134077,THUMPD3,3,4,2.42112,1.67024,0.750882,44.9565
ENSG00000134109,EDEM1,1,3,0.271301,0.567626,-0.296325,-52.2043
ENSG00000134152,KATNBL1,1,9,0.444441,0.744219,-0.299778,-40.2809
ENSG00000134186,PRPF38B,2,1,4.99298,4.26577,0.727211,17.0476
ENSG00000134253,TRIM45,2,3,0.563723,0.634418,-0.070695,-11.1433
ENSG00000134265,NAPG,1,3,5.63635,2.35291,3.28344,139.548
ENSG00000134283,PPHLN1,6,12,2.48393,2.10125,0.38268,18.212
ENSG00000134318,ROCK2,3,3,3.5659,2.54099,1.02491,40.3349
ENSG00000134324,LPIN1,4,5,1.28592,1.18964,0.096285,8.09365
ENSG00000134330,IAH1,3,6,4.59138,2.76273,1.82865,66.1901
ENSG00000134333,LDHA,2,15,2.61039,1.78706,0.823323,46.0713
ENSG00000134371,CDC73,2,4,2.89543,3.8631,-0.967665,-25.0489
ENSG00000134419,RPS15A,5,6,0.667856,0.31941,0.348446,109.091
ENSG00000134444,RELCH,1,4,2.47057,1.50103,0.969547,64.5922
ENSG00000134452,FBH1,1,2,0.638534,0.736145,-0.097611,-13.2598
ENSG00000134461,ANKRD16,1,2,0.868408,0.645719,0.222689,34.487
ENSG00000134480,CCNH,1,4,7.21331,7.27288,-0.059577,-0.819166
ENSG00000134490,TMEM241,1,3,1.16074,0.919168,0.241568,26.2812
ENSG00000134574,DDB2,1,6,1.36912,1.72618,-0.357066,-20.6853
ENSG00000134644,PUM1,1,17,1.17749,0.830836,0.346651,41.7232
ENSG00000134684,YARS1,1,6,2.27566,1.569,0.706665,45.0392
ENSG00000134717,BTF3L4,1,3,0.145084,0.273301,-0.128217,-46.9142
ENSG00000134744,TUT4,3,11,1.6201,1.38423,0.235876,17.0403
ENSG00000134759,ELP2,2,11,2.22139,2.7567,-0.535308,-19.4184
ENSG00000134762,DSC3,2,1,2.38588,1.70244,0.683436,40.1444
ENSG00000134779,TPGS2,1,18,1.05515,0.935156,0.119992,12.8312
ENSG00000134825,TMEM258,1,5,17.8461,2.21796,15.6281,704.617
ENSG00000134897,BIVM,6,5,0.646894,0.825776,-0.178882,-21.6623
ENSG00000134900,TPP2,3,8,4.27231,6.7541,-2.48179,-36.7449
ENSG00000134905,CARS2,1,6,0.942446,3.37505,-2.4326,-72.0761
ENSG00000134910,STT3A,2,6,2.8318,1.71257,1.11923,65.3537
ENSG00000135052,GOLM1,1,4,1.99304,1.39191,0.601125,43.187
ENSG00000135090,TAOK3,1,3,1.11278,1.59789,-0.485117,-30.3598
ENSG00000135093,USP30,1,6,2.00957,1.11848,0.891093,79.6704
ENSG00000135116,HRK,1,1,0.703464,1.25682,-0.553357,-44.0283
ENSG00000135119,RNFT2,1,3,0.401361,0.937575,-0.536214,-57.1916
ENSG00000135249,RINT1,1,4,0.880867,2.46893,-1.58806,-64.3219
ENSG00000135269,TES,2,3,2.17322,2.48621,-0.312991,-12.5891
ENSG00000135272,MDFIC,1,3,0.729005,0.73116,-0.002155,-0.294737
ENSG00000135336,ORC3,1,3,4.51494,3.04269,1.47225,48.3864
ENSG00000135341,MAP3K7,1,17,1.61004,2.48505,-0.875005,-35.2108
ENSG00000135390,ATP5MC2,1,5,7.85682,4.40788,3.44894,78.2448
ENSG00000135414,GDF11,1,1,0.381726,0.232531,0.149195,64.1613
ENSG00000135446,CDK4,2,9,1.62689,1.24801,0.37888,30.3587
ENSG00000135451,TROAP,7,7,1.38011,0.891104,0.489009,54.8768
ENSG00000135452,TSPAN31,2,5,0.821249,2.42204,-1.60079,-66.0927
